id,cores,threads,name,processor_number,launch_date,lithography,bus_speed,base_frequency,turbo_frequency,configurable_tdp_up_frequency,cache_size,tdp,configurable_tdp_up,price,product_line,socket,memory_type,url,vertical_segment,max_memory_size,status,max_temp,sku,package_size,fullname
251,4,8,Intel Core i7-6970HQ,i7-6970HQ,2016-02-01,14,8,2800,3700,,8192,45,,,6th Generation Intel Core i7 Processors,FCBGA1440,"DDR4-2133, LPDDR3-1866, DDR3L-1600",https://www.intel.com/content/www/us/en/products/sku/93336/intel-core-i76970hq-processor-8m-cache-up-to-3-70-ghz/specifications.html,Mobile,67108864,Discontinued,100,93336,42mm x 28mm,"Intel Core i7-6970HQ Processor (8M Cache, up to 3.70 GHz)"
252,4,8,Intel Core i7-6870HQ,i7-6870HQ,2016-02-01,14,8,2700,3600,,8192,45,,,6th Generation Intel Core i7 Processors,FCBGA1440,"DDR4-2133, LPDDR3-1866, DDR3L-1600",https://www.intel.com/content/www/us/en/products/sku/93340/intel-core-i76870hq-processor-8m-cache-up-to-3-60-ghz/specifications.html,Mobile,67108864,Discontinued,100,93340,42mm x 28mm,"Intel Core i7-6870HQ Processor (8M Cache, up to 3.60 GHz)"
253,4,8,Intel Core i7-6770HQ,i7-6770HQ,2016-02-01,14,8,2600,3500,,6144,45,,434,6th Generation Intel Core i7 Processors,FCBGA1440,"DDR4-2133, LPDDR3-1866, DDR3L-1600",https://www.intel.com/content/www/us/en/products/sku/93341/intel-core-i76770hq-processor-6m-cache-up-to-3-50-ghz/specifications.html,Mobile,67108864,Discontinued,100,93341,42mm x 28mm,"Intel Core i7-6770HQ Processor (6M Cache, up to 3.50 GHz)"
254,2,4,Intel Core i7-6660U,i7-6660U,2016-02-01,14,4,2400,3400,,4096,15,,415,6th Generation Intel Core i7 Processors,FCBGA1356,"DDR4-2133, LPDDR3-1866, DDR3L-1600",https://www.intel.com/content/www/us/en/products/sku/91169/intel-core-i76660u-processor-4m-cache-up-to-3-40-ghz/specifications.html,Mobile,33554432,Discontinued,100,91169,42x24x1.3,"Intel Core i7-6660U Processor (4M Cache, up to 3.40 GHz)"
255,4,8,Intel Core i7-6785R,i7-6785R,2016-05-01,14,8,3300,3900,,8192,65,,,6th Generation Intel Core i7 Processors,,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",https://www.intel.com/content/www/us/en/products/sku/93339/intel-core-i76785r-processor-8m-cache-up-to-3-90-ghz/specifications.html,Desktop,67108864,Discontinued,71,93339,42mm x 28mm,"Intel Core i7-6785R Processor (8M Cache, up to 3.90 GHz)"
256,2,2,Intel Celeron J4005,J4005,2017-11-01,14,,2000,,,4096,10,,,Intel Celeron Processor J Series,FCBGA1090,DDR4/LPDDR4 upto 2400 MT/s,https://www.intel.com/content/www/us/en/products/sku/128992/intel-celeron-j4005-processor-4m-cache-up-to-2-70-ghz/specifications.html,Mobile,8388608,Launched,105,128992,25mm x 24mm,"Intel Celeron J4005 Processor (4M Cache, up to 2.70 GHz)"
257,4,4,Intel Celeron J4115,J4115,2017-11-01,14,,1800,,,4096,10,,,Intel Celeron Processor J Series,FCBGA1090,DDR4/LPDDR4 upto 2400 MT/s,https://www.intel.com/content/www/us/en/products/sku/192635/intel-celeron-j4115-processor-4m-cache-up-to-2-50-ghz/specifications.html,Mobile,8388608,Launched,105,192635,25mm x 24mm,"Intel Celeron J4115 Processor (4M Cache, up to 2.50 GHz)"
258,4,4,Intel Celeron J3455E,J3455E,2019-08-01,14,,1500,2300,,2048,10,,,Intel Celeron Processor J Series,,DDR3L/LPDDR3 up to 1866 MT/s; LPDDR4 up to 2400 MT/s,https://www.intel.com/content/www/us/en/products/sku/195255/intel-celeron-processor-j3455e-2m-cache-up-to-2-30-ghz/specifications.html,Desktop,8388608,Discontinued,105,195255,24mm x 31mm,"Intel Celeron Processor J3455E (2M Cache, up to 2.30 GHz)"
259,2,2,Intel Celeron J3355E,J3355E,2019-08-01,14,,2000,2500,,2048,10,,,Intel Celeron Processor J Series,,DDR3L/LPDDR3 up to 1866 MT/s; LPDDR4 up to 2400 MT/s,https://www.intel.com/content/www/us/en/products/sku/195256/intel-celeron-processor-j3355e-2m-cache-up-to-2-50-ghz/specifications.html,Desktop,8388608,Discontinued,105,195256,24mm x 31mm,"Intel Celeron Processor J3355E (2M Cache, up to 2.50 GHz)"
260,4,4,Intel Celeron J4125,J4125,2019-11-01,14,,2000,,,4096,10,,,Intel Celeron Processor J Series,FCBGA1090,DDR4/LPDDR4 upto 2400 MT/s,https://www.intel.com/content/www/us/en/products/sku/197305/intel-celeron-processor-j4125-4m-cache-up-to-2-70-ghz/specifications.html,Mobile,8388608,Launched,105,197305,25mm x 24mm,"Intel Celeron Processor J4125 (4M Cache, up to 2.70 GHz)"
261,2,2,Intel Celeron J4025,J4025,2019-11-01,14,,2000,,,4096,10,,,Intel Celeron Processor J Series,FCBGA1090,DDR4/LPDDR4 upto 2400 MT/s,https://www.intel.com/content/www/us/en/products/sku/197307/intel-celeron-processor-j4025-4m-cache-up-to-2-90-ghz/specifications.html,Mobile,8388608,Launched,105,197307,25mm x 24mm,"Intel Celeron Processor J4025 (4M Cache, up to 2.90 GHz)"
262,4,4,Intel Celeron J6413,J6413,2021-02-01,10,,1800,,,1536,10,,54,Intel Celeron Processor J Series,FCBGA1493,"4x32 LPDDR4/x 3733MT/s Max (8GB, 16GB @3200MT/s) / 2x64 DDR4 3200MT/s Max 32GB",https://www.intel.com/content/www/us/en/products/sku/207909/intel-celeron-processor-j6413-1-5m-cache-up-to-3-00-ghz/specifications.html,Embedded,33554432,Launched,70,207909,35mm x 24mm,"Intel Celeron Processor J6413 (1.5M Cache, up to 3.00 GHz)"
263,4,4,Intel Celeron J6412,J6412,2021-02-01,10,,2000,,,1536,10,,54,Intel Celeron Processor J Series,FCBGA1493,"4x32 LPDDR4/x 3733MT/s Max (8GB, 16GB @3200MT/s) / 2x64 DDR4 3200MT/s Max 32GB",https://www.intel.com/content/www/us/en/products/sku/214758/intel-celeron-processor-j6412-1-5m-cache-up-to-2-60-ghz/specifications.html,Embedded,33554432,Launched,70,214758,35mm x 24mm,"Intel Celeron Processor J6412 (1.5M Cache, up to 2.60 GHz)"
264,4,4,Intel Celeron N2910,N2910,2013-08-01,22,,1600,,,2048,7.5,,,Intel Celeron Processor N Series,FCBGA1170,DDR3L 1066,https://www.intel.com/content/www/us/en/products/sku/76752/intel-celeron-processor-n2910-2m-cache-1-60-ghz/specifications.html,Mobile,9216983.040039062,Discontinued,100,76752,25mm x 27mm,"Intel Celeron Processor N2910 (2M Cache, 1.60 GHz)"
265,2,2,Intel Celeron N2810,N2810,2013-08-01,22,,2000,,,1024,7.5,,,Intel Celeron Processor N Series,FCBGA1170,DDR3L 1066,https://www.intel.com/content/www/us/en/products/sku/76753/intel-celeron-processor-n2810-1m-cache-2-00-ghz/specifications.html,Mobile,8388608,Discontinued,100,76753,25mm x 27mm,"Intel Celeron Processor N2810 (1M Cache, 2.00 GHz)"
266,2,2,Intel Celeron N2805,N2805,2013-08-01,22,,1460,,,1024,4.3,,,Intel Celeron Processor N Series,FCBGA1170,DDR3L 1066,https://www.intel.com/content/www/us/en/products/sku/76754/intel-celeron-processor-n2805-1m-cache-1-46-ghz/specifications.html,Mobile,4194304,Discontinued,80,76754,25mm x 27mm,"Intel Celeron Processor N2805 (1M Cache, 1.46 GHz)"
267,2,2,Intel Celeron N2806,N2806,2013-11-01,22,,1600,,,1024,4.5,,,Intel Celeron Processor N Series,FCBGA1170,DDR3L 1066,https://www.intel.com/content/www/us/en/products/sku/79050/intel-celeron-processor-n2806-1m-cache-up-to-2-00-ghz/specifications.html,Mobile,4194304,Discontinued,105,79050,25mm x 27mm,"Intel Celeron Processor N2806 (1M Cache, up to 2.00 GHz)"
268,2,2,Intel Celeron N2815,N2815,2013-11-01,22,,1860,,,1024,7.5,,,Intel Celeron Processor N Series,FCBGA1170,DDR3L 1066,https://www.intel.com/content/www/us/en/products/sku/79051/intel-celeron-processor-n2815-1m-cache-up-to-2-13-ghz/specifications.html,Mobile,8388608,Discontinued,105,79051,25mm x 27mm,"Intel Celeron Processor N2815 (1M Cache, up to 2.13 GHz)"
269,2,2,Intel Celeron N2820,N2820,2013-11-01,22,,2130,,,1024,7.5,,,Intel Celeron Processor N Series,FCBGA1170,DDR3L 1066,https://www.intel.com/content/www/us/en/products/sku/79052/intel-celeron-processor-n2820-1m-cache-up-to-2-39-ghz/specifications.html,Mobile,8388608,Discontinued,105,79052,25mm x 27mm,"Intel Celeron Processor N2820 (1M Cache, up to 2.39 GHz)"
270,4,4,Intel Celeron N2930,N2930,2014-02-01,22,,1830,,,2048,7.5,,34,Intel Celeron Processor N Series,FCBGA1170,DDR3L 1333,https://www.intel.com/content/www/us/en/products/sku/81073/intel-celeron-processor-n2930-2m-cache-up-to-2-16-ghz/specifications.html,Mobile,8388608,Launched,100,81073,25mm x 27mm,"Intel Celeron Processor N2930 (2M Cache, up to 2.16 GHz)"
271,2,2,Intel Celeron N2830,N2830,2014-02-01,22,,2160,,,1024,7.5,,,Intel Celeron Processor N Series,FCBGA1170,DDR3L 1333,https://www.intel.com/content/www/us/en/products/sku/81071/intel-celeron-processor-n2830-1m-cache-up-to-2-41-ghz/specifications.html,Mobile,8388608,Discontinued,100,81071,25mm x 27mm,"Intel Celeron Processor N2830 (1M Cache, up to 2.41 GHz)"
272,2,2,Intel Celeron N2807,N2807,2014-02-01,22,,1580,,,1024,4.3,,26,Intel Celeron Processor N Series,FCBGA1170,DDR3L 1333,https://www.intel.com/content/www/us/en/products/sku/81072/intel-celeron-processor-n2807-1m-cache-up-to-2-16-ghz/specifications.html,Mobile,4194304,Launched,105,81072,25mm x 27mm,"Intel Celeron Processor N2807 (1M Cache, up to 2.16 GHz)"
273,4,4,Intel Celeron N2940,N2940,2014-08-01,22,,1830,,,2048,7.5,,,Intel Celeron Processor N Series,FCBGA1170,DDR3L 1333,https://www.intel.com/content/www/us/en/products/sku/82104/intel-celeron-processor-n2940-2m-cache-up-to-2-25-ghz/specifications.html,Mobile,8388608,Discontinued,100,82104,25mm x 27mm,"Intel Celeron Processor N2940 (2M Cache, up to 2.25 GHz)"
274,4,4,Intel Core i5-7400,i5-7400,2017-02-01,14,8,3000,3500,,6144,65,,182,7th Generation Intel Core i5 Processors,FCLGA1151,"DDR4-2133/2400, DDR3L-1333/1600 @ 1.35V",https://www.intel.com/content/www/us/en/products/sku/97147/intel-core-i57400-processor-6m-cache-up-to-3-50-ghz/specifications.html,Desktop,67108864,Discontinued,100,97147,37.5mm x 37.5mm,"Intel Core i5-7400 Processor (6M Cache, up to 3.50 GHz)"
275,4,4,Intel Core i5-7600K,i5-7600K,2017-02-01,14,8,3800,4200,,6144,91,,,7th Generation Intel Core i5 Processors,FCLGA1151,"DDR4-2133/2400, DDR3L-1333/1600 @ 1.35V",https://www.intel.com/content/www/us/en/products/sku/97144/intel-core-i57600k-processor-6m-cache-up-to-4-20-ghz/specifications.html,Desktop,67108864,Discontinued,100,97144,37.5mm x 37.5mm,"Intel Core i5-7600K Processor (6M Cache, up to 4.20 GHz)"
276,4,4,Intel Core i5-7500,i5-7500,2017-02-01,14,8,3400,3800,,6144,65,,192,7th Generation Intel Core i5 Processors,FCLGA1151,"DDR4-2133/2400, DDR3L-1333/1600 @ 1.35V",https://www.intel.com/content/www/us/en/products/sku/97123/intel-core-i57500-processor-6m-cache-up-to-3-80-ghz/specifications.html,Desktop,67108864,Launched,100,97123,37.5mm x 37.5mm,"Intel Core i5-7500 Processor (6M Cache, up to 3.80 GHz)"
277,4,4,Intel Core i5-7500T,i5-7500T,2017-02-01,14,8,2700,3300,,6144,35,,192,7th Generation Intel Core i5 Processors,FCLGA1151,"DDR4-2133/2400, DDR3L-1333/1600 @ 1.35V",https://www.intel.com/content/www/us/en/products/sku/97121/intel-core-i57500t-processor-6m-cache-up-to-3-30-ghz/specifications.html,Desktop,67108864,Launched,80,97121,37.5mm x 37.5mm,"Intel Core i5-7500T Processor (6M Cache, up to 3.30 GHz)"
278,4,4,Intel Core i5-7440HQ,i5-7440HQ,2017-02-01,14,8,2800,3800,,6144,45,,,7th Generation Intel Core i5 Processors,,"DDR4-2400, LPDDR3-2133, DDR3L-1600",https://www.intel.com/content/www/us/en/products/sku/97459/intel-core-i57440hq-processor-6m-cache-up-to-3-80-ghz/specifications.html,Mobile,67108864,Launched,100,97459,42mm x 28mm,"Intel Core i5-7440HQ Processor (6M Cache, up to 3.80 GHz)"
279,4,8,Intel Core i5-8250U,i5-8250U,2017-08-01,14,4,1600,3400,1800,6144,15,25,297,8th Generation Intel Core i5 Processors,FC-BGA1356,"DDR4-2400, LPDDR3-2133",https://www.intel.com/content/www/us/en/products/sku/124967/intel-core-i58250u-processor-6m-cache-up-to-3-40-ghz/specifications.html,Mobile,33554432,Launched,100,124967,42mm X 24mm,"Intel Core i5-8250U Processor (6M Cache, up to 3.40 GHz)"
280,4,8,Intel Core i5-8350U,i5-8350U,2017-08-01,14,4,1700,3600,1900,6144,15,25,297,8th Generation Intel Core i5 Processors,FC-BGA1356,"DDR4-2400, LPDDR3-2133",https://www.intel.com/content/www/us/en/products/sku/124969/intel-core-i58350u-processor-6m-cache-up-to-3-60-ghz/specifications.html,Mobile,33554432,Launched,100,124969,42mm X 24mm,"Intel Core i5-8350U Processor (6M Cache, up to 3.60 GHz)"
281,6,6,Intel Core i5-8600K,i5-8600K,2017-11-01,14,8,3600,4300,,9216,95,,257,8th Generation Intel Core i5 Processors,FCLGA1151,DDR4-2666,https://www.intel.com/content/www/us/en/products/sku/126685/intel-core-i58600k-processor-9m-cache-up-to-4-30-ghz/specifications.html,Desktop,134217728,Discontinued,100,126685,37.5mm x 37.5mm,"Intel Core i5-8600K Processor (9M Cache, up to 4.30 GHz)"
282,6,6,Intel Core i5-8400,i5-8400,2017-11-01,14,8,2800,4000,,9216,65,,182,8th Generation Intel Core i5 Processors,FCLGA1151,DDR4-2666,https://www.intel.com/content/www/us/en/products/sku/126687/intel-core-i58400-processor-9m-cache-up-to-4-00-ghz/specifications.html,Desktop,134217728,Discontinued,100,126687,37.5mm x 37.5mm,"Intel Core i5-8400 Processor (9M Cache, up to 4.00 GHz)"
283,4,8,Intel Core i5-8305G,i5-8305G,2018-02-01,14,8,2800,3800,,6144,,,,8th Generation Intel Core i5 Processors,BGA2270,DDR4-2400,https://www.intel.com/content/www/us/en/products/sku/130408/intel-core-i58305g-processor-with-radeon-rx-vega-m-gl-graphics-6m-cache-up-to-3-80-ghz/specifications.html,Mobile,67108864,Announced,100,130408,31mm x 58.5mm,"Intel Core i5-8305G Processor with Radeon RX Vega M GL graphics (6M Cache, up to 3.80 GHz)"
284,6,6,"Intel Core i5+8500 (9M Cache, up to 4.10 GHz) includes Intel Optane Memory (16GB)",i5-8500,2018-05-01,14,8,3000,4100,,9216,65,,,8th Generation Intel Core i5 Processors,FCLGA1151,DDR4-2666,https://www.intel.com/content/www/us/en/products/sku/140643/intel-core-i58500-processor-9m-cache-up-to-4-10-ghz-includes-intel-optane-memory-16gb/specifications.html,Desktop,67108864,Launched,100,140643,37.5mm x 37.5mm,"Intel Core i5+8500 Processor (9M Cache, up to 4.10 GHz) includes Intel Optane Memory (16GB)"
285,4,8,Intel Core i5-8269U,i5-8269U,2018-05-01,14,4,2600,4200,,6144,28,,320,8th Generation Intel Core i5 Processors,FCBGA1528,"DDR4-2400, LPDDR3-2133",https://www.intel.com/content/www/us/en/products/sku/137980/intel-core-i58269u-processor-6m-cache-up-to-4-20-ghz/specifications.html,Mobile,33554432,Launched,100,137980,46x24,"Intel Core i5-8269U Processor (6M Cache, up to 4.20 GHz)"
286,4,8,Intel Core i5-8259U,i5-8259U,2018-05-01,14,4,2300,3800,,6144,28,,320,8th Generation Intel Core i5 Processors,FCBGA1528,"DDR4-2400, LPDDR3-2133",https://www.intel.com/content/www/us/en/products/sku/135935/intel-core-i58259u-processor-6m-cache-up-to-3-80-ghz/specifications.html,Mobile,33554432,Launched,100,135935,46x24,"Intel Core i5-8259U Processor (6M Cache, up to 3.80 GHz)"
287,6,6,Intel Core i5-8500B,i5-8500B,2018-05-01,14,8,3000,4100,,9216,65,,192,8th Generation Intel Core i5 Processors,FCBGA1440,DDR4-2666,https://www.intel.com/content/www/us/en/products/sku/134892/intel-core-i58500b-processor-9m-cache-up-to-4-10-ghz/specifications.html,Mobile,67108864,Discontinued,100,134892,42mm x 28mm,"Intel Core i5-8500B Processor (9M Cache, up to 4.10 GHz)"
288,6,6,Intel Core i5-8400B,i5-8400B,2018-05-01,14,8,2800,4000,,9216,65,,182,8th Generation Intel Core i5 Processors,FCBGA1440,DDR4-2666,https://www.intel.com/content/www/us/en/products/sku/134888/intel-core-i58400b-processor-9m-cache-up-to-4-00-ghz/specifications.html,Mobile,67108864,Discontinued,100,134888,42mm x 28mm,"Intel Core i5-8400B Processor (9M Cache, up to 4.00 GHz)"
289,4,8,Intel Core i5-8400H,i5-8400H,2018-05-01,14,8,2500,4200,,8192,45,,250,8th Generation Intel Core i5 Processors,FCBGA1440,"DDR4-2666, LPDDR3-2133",https://www.intel.com/content/www/us/en/products/sku/134877/intel-core-i58400h-processor-8m-cache-up-to-4-20-ghz/specifications.html,Mobile,67108864,Launched,100,134877,42mm x 28mm,"Intel Core i5-8400H Processor (8M Cache, up to 4.20 GHz)"
290,4,8,Intel Core i5-8300H,i5-8300H,2018-05-01,14,8,2300,4000,,8192,45,,250,8th Generation Intel Core i5 Processors,FCBGA1440,"DDR4-2666, LPDDR3-2133",https://www.intel.com/content/www/us/en/products/sku/134876/intel-core-i58300h-processor-8m-cache-up-to-4-00-ghz/specifications.html,Mobile,67108864,Launched,100,134876,42mm x 28mm,"Intel Core i5-8300H Processor (8M Cache, up to 4.00 GHz)"
291,24,48,Intel Xeon Gold 6262,6262,2019-05-01,14,,1900,3600,,33792,135,,,2nd Generation Intel Xeon Scalable Processors,,DDR4-2400,https://www.intel.com/content/www/us/en/products/sku/192449/intel-xeon-gold-6262-processor-33m-cache-1-90-ghz/specifications.html,Server,1073741824,Launched,91,192449,76.0mm x 56.5mm,"Intel Xeon Gold 6262 Processor (33M Cache, 1.90 GHz)"
292,18,36,Intel Xeon Gold 6240Y,6240Y,2019-05-01,14,,2600,3900,,25344,150,,2726,2nd Generation Intel Xeon Scalable Processors,FCLGA3647,DDR4-2933,https://www.intel.com/content/www/us/en/products/sku/192448/intel-xeon-gold-6240y-processor-24-75m-cache-2-60-ghz/specifications.html,Server,1073741824,Launched,74,192448,76.0mm x 56.5mm,"Intel Xeon Gold 6240Y Processor (24.75M Cache, 2.60 GHz)"
293,24,48,Intel Xeon Gold 6252,6252,2019-05-01,14,,2100,3700,,36608,150,,3655,2nd Generation Intel Xeon Scalable Processors,FCLGA3647,DDR4-2933,https://www.intel.com/content/www/us/en/products/sku/192447/intel-xeon-gold-6252-processor-35-75m-cache-2-10-ghz/specifications.html,Server,1073741824,Launched,86,192447,76.0mm x 56.5mm,"Intel Xeon Gold 6252 Processor (35.75M Cache, 2.10 GHz)"
294,20,40,Intel Xeon Gold 6248,6248,2019-05-01,14,,2500,3900,,28160,150,,3072,2nd Generation Intel Xeon Scalable Processors,FCLGA3647,DDR4-2933,https://www.intel.com/content/www/us/en/products/sku/192446/intel-xeon-gold-6248-processor-27-5m-cache-2-50-ghz/specifications.html,Server,1073741824,Launched,86,192446,76.0mm x 56.5mm,"Intel Xeon Gold 6248 Processor (27.5M Cache, 2.50 GHz)"
295,4,8,Intel Xeon Gold 5222,5222,2019-05-01,14,,3800,3900,,16896,105,,1221,2nd Generation Intel Xeon Scalable Processors,FCLGA3647,DDR4-2933,https://www.intel.com/content/www/us/en/products/sku/192445/intel-xeon-gold-5222-processor-16-5m-cache-3-80-ghz/specifications.html,Server,1073741824,Launched,72,192445,76.0mm x 56.5mm,"Intel Xeon Gold 5222 Processor (16.5M Cache, 3.80 GHz)"
296,16,32,Intel Xeon Gold 5218,5218,2019-05-01,14,,2300,3900,,22528,125,,1273,2nd Generation Intel Xeon Scalable Processors,FCLGA3647,DDR4-2667,https://www.intel.com/content/www/us/en/products/sku/192444/intel-xeon-gold-5218-processor-22m-cache-2-30-ghz/specifications.html,Server,1073741824,Launched,87,192444,76.0mm x 56.5mm,"Intel Xeon Gold 5218 Processor (22M Cache, 2.30 GHz)"
297,18,36,Intel Xeon Gold 6240,6240,2019-05-01,14,,2600,3900,,25344,150,,2445,2nd Generation Intel Xeon Scalable Processors,FCLGA3647,DDR4-2933,https://www.intel.com/content/www/us/en/products/sku/192443/intel-xeon-gold-6240-processor-24-75m-cache-2-60-ghz/specifications.html,Server,1073741824,Launched,85,192443,76.0mm x 56.5mm,"Intel Xeon Gold 6240 Processor (24.75M Cache, 2.60 GHz)"
298,8,16,Intel Xeon Gold 6244,6244,2019-05-01,14,,3600,4400,,25344,150,,2925,2nd Generation Intel Xeon Scalable Processors,FCLGA3647,DDR4-2933,https://www.intel.com/content/www/us/en/products/sku/192442/intel-xeon-gold-6244-processor-24-75m-cache-3-60-ghz/specifications.html,Server,1073741824,Launched,74,192442,76.0mm x 56.5mm,"Intel Xeon Gold 6244 Processor (24.75M Cache, 3.60 GHz)"
299,20,40,Intel Xeon Gold 6222,6222,2019-05-01,14,,1800,3600,,28160,115,,,2nd Generation Intel Xeon Scalable Processors,,DDR4-2400,https://www.intel.com/content/www/us/en/products/sku/192441/intel-xeon-gold-6222-processor-27-5m-cache-1-80-ghz/specifications.html,Server,1073741824,Launched,83,192441,76.0mm x 56.5mm,"Intel Xeon Gold 6222 Processor (27.5M Cache, 1.80 GHz)"
300,16,32,Intel Xeon Gold 6242,6242,2019-05-01,14,,2800,3900,,22528,150,,2529,2nd Generation Intel Xeon Scalable Processors,FCLGA3647,DDR4-2933,https://www.intel.com/content/www/us/en/products/sku/192440/intel-xeon-gold-6242-processor-22m-cache-2-80-ghz/specifications.html,Server,1073741824,Launched,85,192440,76.0mm x 56.5mm,"Intel Xeon Gold 6242 Processor (22M Cache, 2.80 GHz)"
301,22,44,Intel Xeon Gold 6238T,6238T,2019-05-01,14,,1900,3700,,30976,125,,2742,2nd Generation Intel Xeon Scalable Processors,FCLGA3647,DDR4-2933,https://www.intel.com/content/www/us/en/products/sku/192439/intel-xeon-gold-6238t-processor-30-25m-cache-1-90-ghz/specifications.html,Server,1073741824,Launched,90,192439,76.0mm x 56.5mm,"Intel Xeon Gold 6238T Processor (30.25M Cache, 1.90 GHz)"
302,20,40,Intel Xeon Gold 6230,6230,2019-05-01,14,,2100,3900,,28160,125,,1894,2nd Generation Intel Xeon Scalable Processors,FCLGA3647,DDR4-2933,https://www.intel.com/content/www/us/en/products/sku/192437/intel-xeon-gold-6230-processor-27-5m-cache-2-10-ghz/specifications.html,Server,1073741824,Launched,87,192437,76.0mm x 56.5mm,"Intel Xeon Gold 6230 Processor (27.5M Cache, 2.10 GHz)"
303,22,44,Intel Xeon Gold 6269Y,6269Y,2019-05-01,14,,3200,3700,,30976,240,,,2nd Generation Intel Xeon Scalable Processors,FCLGA3647,DDR4-2667,https://www.intel.com/content/www/us/en/products/sku/192458/intel-xeon-gold-6269y-processor-30-25m-cache-3-20-ghz/specifications.html,Server,1073741824,Launched,65,192458,76.0mm x 56.5mm,"Intel Xeon Gold 6269Y Processor (30.25M Cache, 3.20 GHz)"
304,2,4,Intel Core i3-4130T,i3-4130T,2013-08-01,22,5,2900,,,3072,35,,117,4th Generation Intel Core i3 Processors,FCLGA1150,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",https://www.intel.com/content/www/us/en/products/sku/77481/intel-core-i34130t-processor-3m-cache-2-90-ghz/specifications.html,Desktop,33554432,Discontinued,66.4,77481,37.5mm x 37.5mm,"Intel Core i3-4130T Processor (3M Cache, 2.90 GHz)"
